KeywordID,Keyword
460,Linearity
461,Power harmonic filters
462,Baseband
463,Wideband
464,Harmonic analysis
465,Digital filters
466,Servers
467,Computational modeling
468,Blockchains
469,Data models
470,Zero Trust
471,Training
472,Security
473,Cryptography
474,Protocols
475,Performance evaluation
476,Smart homes
477,Codes
478,Performance evaluation
479,Internet of Things
480,Benchmark testing
481,Smart devices
482,Logic
483,Process control
484,Monitoring
485,Manuals
486,Convolutional neural networks
487,Lung cancer
488,Long short term memory
489,Medical diagnostic imaging
490,Task analysis
491,Text categorization
492,Biological system modeling
493,Latches
494,Integrated circuits
495,Radiation hardening (electronics)
496,Power demand
497,Transistors
498,Inverters
499,CMOS technology
500,Integrated circuit reliability
501,Design automation
502,Clocks
503,Feature extraction
504,Adaptation models
505,Training
506,Data models
507,Distance learning
508,Computer aided instruction
509,Solid modeling
510,Distributed databases
511,Accuracy
512,Load modeling
513,Autonomous aerial vehicles
514,Satellites
515,Integrated sensing and communication
516,Wireless communication
517,Vectors
518,Trajectory
519,Array signal processing
520,Neurons
521,Mathematical models
522,Biomembranes
523,Biological neural networks
524,Spatiotemporal phenomena
525,Membrane potentials
526,Backpropagation
527,Protocols
528,Privacy
529,Servers
530,Data models
531,Computational modeling
532,Training
533,Federated learning
534,Information leakage
535,Computational efficiency
536,Clustering algorithms
537,Cognition
538,Artificial intelligence
539,Logic
540,Surveys
541,Biological neural networks
542,Visualization
543,Symbols
544,Knowledge representation
545,History
546,Reviews
547,Robot sensing systems
548,Sensors
549,Robots
550,Thumb
551,Pneumatic systems
552,Shape
553,Sensor phenomena and characterization
554,Wearable sensors
555,Tactile sensors
556,Medical robotics
557,Safety
558,Formation control
559,Vectors
560,Bayes methods
561,Uncertainty
562,Optimization
563,Multi-agent systems
564,Gaussian processes
565,Collision avoidance
566,Aerospace electronics
567,Job crafting
568,Identity work
569,Artificial intelligence
570,Identity crafting
571,Radiologists
572,Security
573,Nanoscale devices
574,Surveys
575,Internet of Things
576,Privacy
577,Artificial intelligence
578,Tutorials
579,Conductivity
580,Noise reduction
581,Image reconstruction
582,Noise
583,Signal to noise ratio
584,Training
585,Laplace equations
586,AI
587,Ethical use
588,Education
589,Pedagogy
590,Research work
591,Teacher awareness
592,Technology integration
593,Generative-AI
594,Sensemaking
595,Mechanistic reasoning
596,Physics problem solving
597,Structural beams
598,Switches
599,Antennas
600,Stochastic processes
601,Resource management
602,Millimeter wave communication
603,Azimuth
604,Relays
605,Gain
606,Directional antennas
607,Diseases
608,Retina
609,Hospitals
610,Medical diagnostic imaging
611,Glaucoma
612,Training
613,Pathology
614,Training
615,Image segmentation
616,Perturbation methods
617,Data models
618,Three-dimensional displays
619,Computational modeling
620,Predictive models
621,Benchmark testing
622,Semisupervised learning
623,Medical diagnostic imaging
624,Kernel
625,Observers
626,Nonlinear systems
627,Measurement
628,Image representation
629,Transfer functions
630,Output feedback
631,Artificial intelligence
632,Fintech
633,Clean minerals
634,Wavelet analysis
635,Quantile value-at-risk
636,Artificial intelligence
637,CD138
638,Chronic endometritis
639,Polycystic ovary syndrome
640,Recurrent implantation failure
641,Computational histology
642,Artificial Intelligence (AI)
643,Errors of AI
644,AI error correctors
645,Computationally trustworthy AI systems
646,Business model transformation
647,Artificial intelligence
648,Dynamic capabilities
649,AI
650,Artificial intelligence
651,Evaluation metrics
652,Explainability
653,Machine learning
654,ML
655,xAI
656,Artificial intelligence
657,Diabetic retinopathy
658,Fundus angiography
659,Fundus reading
660,Non-mydriatic fundus photography
661,Screening
662,Multiparametric MRI
663,Prostate cancer
664,Artificial Intelligence
665,Image quality
666,Personalized medicine
667,mpMRIMultiparametric MRI
668,Multiparametric MRI
669,AIArtificial Intelligence
670,Artificial Intelligence
671,PI-RADSProstate Imaging Reporting and Data System
672,Prostate Imaging Reporting and Data System
673,DWIDiffusion-weighted Imaging
674,Diffusion-weighted Imaging
675,DCEDynamic contrast-enhanced
676,Dynamic contrast-enhanced
677,CNNConvolutional Neural Network
678,Convolutional Neural Network
679,APIApplication Programming Interface
680,Application Programming Interface
681,JWTJson Web Token
682,Json Web Token
683,HTTPSHypertext Transfer Protocol Secure
684,Hypertext Transfer Protocol Secure
685,CIConfidence Interval
686,Confidence Interval
687,RTRadiologic Technologist
688,Radiologic Technologist
689,Human-centered artificial intelligence
690,Third-wave human-computer interaction
691,Self-determination
692,Social identity
693,Generative artificial intelligence
694,Product
695,Creative computing
696,Transformational Creativity
697,Jet penetration
698,Semantic segmentation
699,Computer vision
700,Neural network
701,Optimization algorithm
702,Semantic
703,Interoperability
704,FHIR
705,Smart hospital
706,Digital healthcare
707,Artificial intelligence
708,Application platform
709,Human-centered artificial intelligence
710,Explainability
711,User control
712,Rhinocytology
713,Artificial intelligence
714,Precision agriculture
715,Energy
716,Sustainability
717,Large language models
718,Generative AI
719,Substance use
720,Alcohol
721,Marijuana
722,Opioids
723,Domestication
724,Social learning
725,Artificial intelligence
726,Machine learning
727,Medicine
728,Health
729,Diagnosis
730,Antimicrobial resistance
731,One Health
732,Natural language processing
733,Artificial intelligence
734,Methods harmonization
735,Large language model
736,AI literacy
737,Prompt engineering
738,AI interaction
739,Education
740,artificial intelligence
741,attitudes
742,art
743,culture
744,self-determination theory
745,survey study
746,Epilepsy
747,Health Information
748,Physical Exercise
749,Artificial Intelligence
750,AI Chatbots
751,PWEPeople with Epilepsy
752,People with Epilepsy
753,AIArtificial Intelligence
754,Artificial Intelligence
755,NLPNatural Language Processing
756,Natural Language Processing
757,LLMLarge Language Models
758,Large Language Models
759,GPTGenerative Pre-trained Transformer
760,Generative Pre-trained Transformer
761,SEOSearch Engine Optimization
762,Search Engine Optimization
763,JASPJeffreysâs Amazing Statistics Program
764,Jeffreysâs Amazing Statistics Program
765,ANOVAAnalysis of Variance
766,Analysis of Variance
767,SDStandard Deviation
768,Standard Deviation
769,AI marketing
770,Marketing strategies
771,Marketing activities
772,Consumer behavior and decision making
773,Research agenda
774,Artificial intelligence education
775,K-12
776,Instructional design
777,Task design
778,Systematic review
779,SD-FANET
780,AI
781,P4 Language
782,Ovarian cancer
783,SHAP
784,Explainable AI
785,ROMA
786,Generative AI
787,Machine learning
788,Text detection
789,Human-generated
790,Chat-GPT
791,GPT
792,LLM
793,Large Language Model
794,Breast neoplasms
795,Artificial intelligence
796,Diagnostic screening programs
797,Sensitivity and specificity
798,GastroVision
799,Deep learning
800,Model soups
801,Model explainability
802,Generative AI
803,Explainable AI (XAI)
804,Generative adversarial network (GAN)
805,Convolutional neural network (CNN)
806,Artificial intelligence
807,Machine learning
808,Health equity
809,Dermatology
810,AI chatbots
811,ChatGPT
812,Programming education
813,Pair programming
814,Student learning
815,Engineering education
816,ChatGPT
817,Chatbots
818,Artificial intelligence students integrity
819,UTAUT
820,SCT
821,Inequalities
822,Health equity
823,Medicine
824,Discrimination
825,Bias
826,Generative AI
827,Teachers
828,Motivation
829,Engagement
830,Integration
831,Job demands
832,Job resources
833,XAI
834,Attention Mechanism
835,SAR
836,Deep Learning Interpretation
837,Water Detection
838,Optimization
839,Computational modeling
840,Generative adversarial networks
841,Big Data
842,Resource management
843,Training
844,Multi-access edge computing
845,Energy consumption
846,Servers
847,Faces
848,Trajectory
849,Privacy
850,Protection
851,Differential privacy
852,Sensors
853,Noise
854,Laplace equations
855,Proteins
856,Statistics
857,Sociology
858,Optimization
859,Evolutionary computation
860,Artificial intelligence
861,Prediction algorithms
862,AI
863,Annotation
864,CNN
865,EfficientDet
866,GUI
867,Interpreter
868,TFLite
869,Data models
870,Tensors
871,Federated learning
872,Data privacy
873,Artificial intelligence
874,Training
875,Security
876,Feature extraction
877,Adaptation models
878,Predictive models
879,Radiology
880,Feature extraction
881,Decoding
882,Visualization
883,Transformers
884,Semantics
885,Adaptation models
886,Kalman filters
887,Noise measurement
888,Filtering theory
889,Estimation
890,Correlation coefficient
891,Time measurement
892,Filtering algorithms
893,Drugs
894,Bioinformatics
895,Chemicals
896,Predictive models
897,Periodic structures
898,Enzymes
899,Diversity reception
900,Model checking
901,Petri nets
902,Logic
903,System recovery
904,Computer science
905,Symbols
906,Observability
907,Microservice architectures
908,Computational modeling
909,Transforms
910,AIS
911,passive sonar detection
912,trajectory fusion
913,trajectory prediction
914,AI
915,DevOps
916,MLOps
917,ethics
918,machine learning
919,requirement engineering
920,responsible AI
921,software architecture
922,software engineering
923,Target tracking
924,Grounding
925,Switches
926,Visualization
927,Feature extraction
928,Computational modeling
929,Adaptation models
930,Location awareness
931,Linguistics
932,Memory management
933,Channel estimation
934,Wireless communication
935,Attention mechanisms
936,Vectors
937,Training
938,Reflection
939,Downlink
940,Distance learning
941,Computer aided instruction
942,Complexity theory
943,eXplainable AI
944,knowledge visualization
945,metamodels
946,process optimization
947,Consumer electronics
948,Uncertainty
949,Training
950,Security
951,Aerospace electronics
952,Detectors
953,Deep reinforcement learning
954,Data models
955,Feature extraction
956,Representation learning
957,Image classification
958,Task analysis
959,Servers
960,Computational modeling
961,Data models
962,Redundancy
963,Clustering algorithms
964,Big Data
965,Vectors
966,Fitting
967,Dimensionality reduction
968,Power capacitors
969,Aerodynamics
970,Vehicle dynamics
971,Safety
972,Mathematical models
973,Game theory
974,Reinforcement learning
975,Games
976,Elevators
977,Stability criteria
978,Malware
979,Operating systems
980,Feature extraction
981,Heating systems
982,Codes
983,Semantics
984,Visualization
985,AI
986,Artificial Intelligence
987,Container
988,Continuous Deployment
989,Deployment
990,DevOps
991,DevSecOps.
992,ML
993,Machine Learning
994,Metrics
995,Performance
996,AI
997,Behavioral Sensing
998,Journaling
999,Large Language Models
1000,Mental Health
1001,Passive Sensing
1002,Self-reflection
1003,Smartphones
1004,Well-being
1005,AI
1006,digital health
1007,mHealth
1008,online disclosure
1009,privacy
1010,remote patient monitoring
1011,security
1012,Feature extraction
1013,Vibrations
1014,Predictive models
1015,Fault diagnosis
1016,Data models
1017,Biological system modeling
1018,Neural networks
1019,Adaptation models
1020,Charging stations
1021,Training
1022,Data models
1023,Metalearning
1024,Predictive models
1025,Computational modeling
1026,Distributed databases
1027,Federated learning
1028,Big Data
1029,Uncertainty
1030,Renewable energy sources
1031,Forecasting
1032,Cost accounting
1033,Predictive models
1034,Meters
1035,Wind power generation
1036,Autonomous aerial vehicles
1037,Estimation
1038,Three-dimensional displays
1039,Global Positioning System
1040,Cameras
1041,Sensors
1042,Solid modeling
1043,AI Benefits
1044,AI Democratisation
1045,AI Governance
1046,Misuse of AI
1047,Model Sharing
1048,Fraud
1049,Big Data
1050,Vectors
1051,Image edge detection
1052,Monitoring
1053,Insurance
1054,History
1055,Feature extraction
1056,Encoding
1057,Data models
1058,AI
1059,AI agents
1060,Generative AI
1061,HCI
1062,death
1063,digital afterlife
1064,digital legacy
1065,end-of-life planning
1066,post-mortem AI
1067,post-mortem data management
1068,Feature extraction
1069,Laser radar
1070,Transformers
1071,Training
1072,Hyperspectral imaging
1073,Big Data
1074,Data mining
1075,Cognition
1076,Semantics
1077,Noise
1078,Task analysis
1079,Big Data
1080,Aggregates
1081,Adaptation models
1082,Taxonomy
1083,Surveys
1084,Visualization
1085,Reviews
1086,Planning
1087,Reinforcement learning
1088,Games
1089,Transformers
1090,Natural language processing
1091,Large language models
1092,Privacy
1093,Protection
1094,Differential privacy
1095,Accuracy
1096,Perturbation methods
1097,Noise
1098,Estimation error
1099,Probabilistic logic
1100,Big Data
1101,Software algorithms
1102,Visualization
1103,Speech recognition
1104,Noise measurement
1105,Lips
1106,Feature extraction
1107,Interference
1108,Fuses
1109,Vectors
1110,Signal to noise ratio
1111,Sensors
1112,Receiving antennas
1113,Satellites
1114,Metaheuristics
1115,Data communication
1116,Remote sensing
1117,Search problems
1118,Aerospace and electronic systems
1119,Relays
1120,Mathematical models
1121,Genetic algorithms
1122,Instance segmentation
1123,Visualization
1124,Transformers
1125,Training
1126,Feature extraction
1127,Decoding
1128,Generators
1129,Proposals
1130,Contrastive learning
1131,Circuits and systems
1132,AI
1133,ethics
1134,human agency
1135,risk
1136,transparency
1137,Noise measurement
1138,Task analysis
1139,Knowledge transfer
1140,Network architecture
1141,Adversarial machine learning
1142,Adaptation models
1143,Training
1144,Accuracy
1145,Fault tolerant systems
1146,Fault tolerance
1147,Deep learning
1148,Image edge detection
1149,Fault detection
1150,Computational modeling
1151,Training
1152,Reliability
1153,Hafnium
1154,AI
1155,algorithmic discrimination
1156,bias
1157,facial recognition
1158,transgender community
1159,Integrated circuits
1160,Ciphers
1161,Entropy
1162,Information theory
1163,Semantics
1164,Boosting
1165,Data models
1166,Predictive models
1167,Time series analysis
1168,Deep learning
1169,Computational modeling
1170,Support vector machines
1171,Task analysis
1172,Learning systems
1173,Data mining
1174,Vectors
1175,Feature extraction
1176,Medical diagnostic imaging
1177,Industries
1178,Internet of Things
1179,Fraud
1180,Protocols
1181,Microprogramming
1182,Monitoring
1183,Data models
1184,Random access memory
1185,Adaptation models
1186,Servers
1187,Feature extraction
1188,Training
1189,Data models
1190,Federated learning
1191,Optimization
1192,Feature extraction
1193,Modulation
1194,Accuracy
1195,Long short term memory
1196,Convolutional neural networks
1197,Wireless communication
1198,Symbols
1199,Fuzzy systems
1200,Data mining
1201,Face recognition
1202,Task analysis
1203,Feature extraction
1204,Forestry
1205,Accuracy
1206,Smoothing methods
1207,Pipelines
1208,Convolutional neural networks
1209,Social networking (online)
1210,Task analysis
1211,Analytical models
1212,Sentiment analysis
1213,Complexity theory
1214,Predictive models
1215,Blockchains
1216,ChatGPT
1217,affective computing
1218,emotions
1219,empathic vehicles
1220,interaction design
1221,Image segmentation
1222,Diffusion models
1223,Training
1224,Colonoscopy
1225,Feature extraction
1226,Shape
1227,Image color analysis
1228,Accuracy
1229,Image reconstruction
1230,Bioinformatics
1231,Diseases
1232,Computational modeling
1233,Big Data
1234,Graph neural networks
1235,Feature extraction
1236,Data models
1237,Web and internet services
1238,Noise
1239,Medical diagnostic imaging
1240,Manuals
1241,Protocols
1242,Privacy
1243,Servers
1244,Collaborative work
1245,Cryptography
1246,Data privacy
1247,Computational modeling
1248,Predictive models
1249,Wind speed
1250,Logic gates
1251,Training
1252,Time series analysis
1253,Reliability
1254,Prediction algorithms
1255,AI usage cards
1256,responsible AI
1257,content generation
1258,text generation
1259,datasheets
1260,model cards
1261,language models
1262,ethics in AI
1263,ChatGPT
1264,Sensors
1265,Resource management
1266,Mobile computing
1267,Evolutionary computation
1268,Costs
1269,Internet of Things
1270,Encoding
1271,Software
1272,Scheduling
1273,Schedules
1274,Path planning
1275,Autonomous vehicles
1276,Task analysis
1277,Training
1278,Reinforcement learning
1279,Point cloud compression
1280,Planning
1281,Location awareness
1282,Feature extraction
1283,Semantics
1284,Syntactics
1285,RNA
1286,Biological information theory
1287,Vectors
1288,Bioinformatics
1289,Benchmark testing
1290,Bars
1291,Cryptography
1292,Blockchains
1293,Servers
1294,Image retrieval
1295,Feature extraction
1296,Codes
1297,Accuracy
1298,Cloud computing
1299,Privacy
1300,Encryption
1301,AIS Data
1302,Big Data Processing
1303,Ship Data Mining
1304,Ship Overtaking Behavior
1305,software engineering education
1306,AI-generated code
1307,AI-generated code detection
1308,Concept drift
1309,Adaptation models
1310,Metalearning
1311,Data models
1312,Feature extraction
1313,Anomaly detection
1314,Training data
1315,Artificial intelligence
1316,Software
1317,Servers
1318,Real-time systems
1319,Source coding
1320,Computer crashes
1321,Yarn
1322,Feature extraction
1323,Transform coding
1324,Kernel
1325,Steganography
1326,Convolution
1327,Signal to noise ratio
1328,Circuits and systems
1329,Frequency-domain analysis
1330,Discrete cosine transforms
1331,Training
1332,Internet of Things
1333,Servers
1334,Computational modeling
1335,Collaboration
1336,Task analysis
1337,Image edge detection
1338,Energy consumption
1339,Image restoration
1340,Image decomposition
1341,Distortion
1342,Brightness
1343,Training
1344,Task analysis
1345,Image color analysis
1346,Data models
1347,Computational modeling
1348,Privacy
1349,Servers
1350,Training
1351,Data privacy
1352,Cryptography
1353,Load modeling
1354,Accuracy
1355,Quantization (signal)
1356,Clustering algorithms
1357,Training
1358,Clustering methods
1359,Logic gates
1360,Sun
1361,Generative adversarial networks
1362,Games
1363,Authentication
1364,Encryption
1365,Receivers
1366,Internet of Things
1367,Intelligent vehicles
1368,Access control
1369,Research and development
1370,Process control
1371,Navigation
1372,Finance
1373,Image color analysis
1374,Computational modeling
1375,Image recognition
1376,Feature extraction
1377,Accuracy
1378,Adaptation models
1379,Convolutional neural networks
1380,Computer architecture
1381,Image segmentation
1382,Image classification
1383,Search problems
1384,Computer architecture
1385,Encoding
1386,Training
1387,Optimization
1388,Data models
1389,Neural networks
1390,Sparse matrices
1391,Filtering
1392,Self-supervised learning
1393,Network architecture
1394,Interviews
1395,Decoding
1396,Clustering methods
1397,License plate recognition
1398,Training
1399,Detectors
1400,Convolutional neural networks
1401,Computational efficiency
1402,Data mining
1403,Knowledge engineering
1404,AI
1405,capstone
1406,internships
1407,large language models (LLM)
1408,project-based learning
1409,Smart contracts
1410,Blockchains
1411,Big Data
1412,Feature extraction
1413,Security
1414,Testing
1415,Source coding
1416,Security
1417,Authentication
1418,Artificial intelligence
1419,Marine vehicles
1420,Internet of Things
1421,Trajectory
1422,Protocols
1423,Social networking (online)
1424,Transfer learning
1425,Knowledge engineering
1426,Computational complexity
1427,Clustering algorithms
1428,Big Data
1429,Adversarial machine learning
1430,Visualization
1431,Feature extraction
1432,Task analysis
1433,Question answering (information retrieval)
1434,Noise
1435,Big Data
1436,Tail
1437,Computational modeling
1438,Blockchains
1439,Training
1440,Servers
1441,Data models
1442,Security
1443,Privacy
1444,Protection
1445,Federated learning
1446,Internet of Things
1447,Big data
1448,computer security
1449,twofish algorithm
1450,Blockchains
1451,Internet of Things
1452,Supply chains
1453,Security
1454,Fourth Industrial Revolution
1455,Quantum computing
1456,Resistance
1457,Technological innovation
1458,Industries
1459,Data structures
1460,Blockchains
1461,Privacy
1462,Data privacy
1463,Query processing
1464,Protection
1465,Encryption
1466,Noise
1467,Blockchains
1468,Wireless communication
1469,Sharding
1470,Resource management
1471,Optimization
1472,Fading channels
1473,Communication system security
1474,Bandwidth
1475,Throughput
1476,Dynamic scheduling
1477,Fifth Industrial Revolution
1478,Industries
1479,Automation
1480,Computer architecture
1481,6G mobile communication
1482,Artificial intelligence
1483,Decision making
1484,Business
1485,Blockchains
1486,Autonomous networks
1487,Resource management
1488,Games
1489,Cloud computing
1490,Heuristic algorithms
1491,Delays
1492,Blockchains
1493,Vehicle dynamics
1494,Servers
1495,Road transportation
1496,Privacy
1497,Decentralized applications
1498,Cryptography
1499,Feature extraction
1500,Fingerprint recognition
1501,Mobile applications
1502,Convolutional neural networks
1503,Radio frequency
1504,Accuracy
1505,Transformers
1506,Adaptation models
1507,D91
1508,I18
1509,H12
1510,compliance
1511,COVID-19
1512,trust
1513,Big Data
1514,Twitter
1515,Blockchain
1516,Industrial internet of things
1517,Federated learning
1518,Cross-domain
1519,Authentication
1520,BP neural network
1521,Big data
1522,CPI
1523,Quantitative economy
1524,Customizable
1525,Educational big data
1526,Mining
1527,Visualization
1528,Blockchains
1529,HVAC
1530,Buildings
1531,Energy consumption
1532,Security
1533,Optimization
1534,Long short term memory
1535,Feature extraction
1536,Noise reduction
1537,Lasers
1538,Consumer electronics
1539,Delays
1540,Noise
1541,Estimation
1542,Wavelet transforms
1543,Laser noise
1544,Laser beams
1545,Biomedical imaging
1546,Measurement
1547,Image reconstruction
1548,Imaging
1549,Mathematical models
1550,Magnetic resonance imaging
1551,Encoding
1552,Collaboration
1553,Training
1554,Tutorials
1555,Surveys
1556,Security
1557,Transportation
1558,Real-time systems
1559,Privacy
1560,Resource management
1561,Optimization
1562,N/A
1563,Adaptation models
1564,Noise
1565,Computational modeling
1566,Privacy
1567,Training
1568,Accuracy
1569,Servers
1570,Protocols
1571,Out of order
1572,Cryptography
1573,Logic gates
1574,Adaptation models
1575,Robustness
1576,Training
1577,Vehicle-to-grid
1578,Blockchains
1579,Security
1580,Protocols
1581,Computational modeling
1582,Privacy
1583,Costs
1584,Big data
1585,Deep fuzzy neural networks(DFNN)
1586,Optuna
