DOI,AuthorID
httpsdoiorg101109TBDATA20243453750,1163
httpsdoiorg101016jjoitmc2024100396,1326
httpsdoiorg101109TAES20243492139,1354
httpsdoiorg1026599TST20249010136,1354
httpsdoiorg101109LCOMM20233344777,1354
httpsdoiorg101016jecoenv2024117285,1354
httpsdoiorg101016jecoenv2024117285,1354
httpsdoiorg101109TFUZZ20243494243,1354
httpsdoiorg101109TDSC20243446392,1432
httpsdoiorg101109TDSC20243411820,1432
httpsdoiorg101109TDSC20243472461,1432
httpsdoiorg101109TDSC20243418617,1432
httpsdoiorg101109TDSC20243418617,1432
httpsdoiorg101109TVT20243489629,1456
httpsdoiorg101109TVT20243458080,1495
httpsdoiorg101016jbcra2024100195,1608
httpsdoiorg101109JIOT20243505209,1995
httpsdoiorg101109JIOT20243505209,1995
httpsdoiorg101109TC20243477994,2213
httpsdoiorg101109TR20243447706,2213
httpsdoiorg101109JSEN20243498073,2213
httpsdoiorg101016jeij2024100443,2499
httpsdoiorg101016jcomnet2023109663,2641
httpsdoiorg101016jcompag2024109660,2641
httpsdoiorg101016jpmcj2024101889,2670
httpsdoiorg101109JIOT20243461775,37
httpsdoiorg101109JIOT20243461775,37
httpsdoiorg101109JIOT20243461775,43
httpsdoiorg101109JIOT20243461775,43
httpsdoiorg101109TASE20243466791,394
httpsdoiorg101109TAC20243470928,394
httpsdoiorg101016jneucom2024128282,496
httpsdoiorg101016jneucom2024128282,496
httpsdoiorg101016jjss2024112093,537
httpsdoiorg101016jcaeai2024100225,588
httpsdoiorg101016jcaeai2024100225,588
httpsdoiorg101016jdcan202403004,1113
httpsdoiorg101109TVT20243392944,1113
httpsdoiorg101109TVT20243392944,1113
httpsdoiorg101109JIOT20243476669,1113
httpsdoiorg101016jhcc2024100253,2054
httpsdoiorg101109JIOT20243483228,2054
httpsdoiorg101109ACCESS20243424418,2054
httpsdoiorg101109JIOT20243508720,2101
httpsdoiorg101109TASE20243412229,2157
httpsdoiorg101109TASE20243412239,2157
httpsdoiorg101109TASE20243435880,2157
httpsdoiorg101109TASE20243412229,2157
httpsdoiorg101109TASE20243412239,2157
httpsdoiorg101109TASE20243435880,2157
httpsdoiorg101109TCSI20243503719,2288
httpsdoiorg101109TBDATA20243403369,137
httpsdoiorg101109TVT20243450693,137
httpsdoiorg101109JIOT20243491180,137
httpsdoiorg101109COMST20243385347,137
httpsdoiorg101109TIV20243476934,137
httpsdoiorg101109COMST20243423460,137
httpsdoiorg101109COMST20243412852,137
httpsdoiorg101109TVT20243483225,137
httpsdoiorg101109TCCN20243431931,137
httpsdoiorg101109JIOT20243487023,137
httpsdoiorg101109TVT20243497939,137
httpsdoiorg101109JSAC20243460078,137
httpsdoiorg101109JIOT20243471904,345
httpsdoiorg101109JIOT20243471904,345
httpsdoiorg101016jresourpol2024105320,465
httpsdoiorg101109TNNLS20243497992,929
httpsdoiorg101109TVT20243467109,1190
httpsdoiorg101109TSC20243411450,1190
httpsdoiorg101109TCCN20243499362,1190
httpsdoiorg101109JIOT20243485208,1190
httpsdoiorg101109TSC20243495500,1190
httpsdoiorg101109MNET20243435752,1190
httpsdoiorg101109JIOT20243485208,1190
httpsdoiorg101109MNET20243441040,1190
httpsdoiorg101109TCCN20243438379,1190
httpsdoiorg101109TCCN20243431931,1190
httpsdoiorg101109LWC20243487307,1190
httpsdoiorg101109TSC20243411450,1190
httpsdoiorg101109TDSC20243501276,1340
httpsdoiorg101109JIOT20243497578,1340
httpsdoiorg101016jeij2024100515,1668
httpsdoiorg101109TAES20243455312,2065
httpsdoiorg101109TMC20243502686,2368
httpsdoiorg101109MAP20243457309,2373
httpsdoiorg1017775CSEEJPES202108430,2388
httpsdoiorg101109TNSM20243444909,2388
httpsdoiorg101016jsftr2024100376,2617
httpsdoiorg101016jsftr2024100376,2617
httpsdoiorg101016jrineng2024103392,2617
httpsdoiorg101016jrineng2024103392,2617
httpsdoiorg101016jrineng2024102705,2617
httpsdoiorg101016jrineng2024102705,2617
httpsdoiorg101016jrineng2024102829,2617
httpsdoiorg101016jrineng2024102829,2617
httpsdoiorg101109TDSC20223199769,271
httpsdoiorg101109TDSC20223219082,271
httpsdoiorg101109TDSC20223199769,271
httpsdoiorg101109TBDATA20223190835,378
httpsdoiorg101109JIOT20243501361,378
httpsdoiorg101109TBDATA20223190835,378
httpsdoiorg101109TDSC20243476533,378
httpsdoiorg101016jresourpol2024105320,463
httpsdoiorg101016jresourpol2024105320,463
httpsdoiorg101016jresourpol2024105320,463
httpsdoiorg101016jresourpol2024105320,463
httpsdoiorg101016jjag2024103878,734
httpsdoiorg101109OJCOMS20243492914,1400
httpsdoiorg101109JIOT20243486994,1400
httpsdoiorg101109TCCN20243499362,1400
httpsdoiorg101109TBDATA20243403388,1400
httpsdoiorg101109JIOT20243486994,1400
httpsdoiorg101109OJCOMS20243492914,1400
httpsdoiorg101109TBDATA20243403388,1400
httpsdoiorg101109JIOT20243468431,1400
httpsdoiorg101109TSC20243453709,1400
httpsdoiorg101109TDSC20243429503,1400
httpsdoiorg101016jribaf2024102333,1542
httpsdoiorg101016jribaf2024102333,1542
httpsdoiorg101016jicte202410009,1609
httpsdoiorg101109OJCOMS20243506782,2023
httpsdoiorg101109JIOT20243467396,2162
httpsdoiorg101109TBDATA20243403369,2399
httpsdoiorg101109TVT20243450693,2399
httpsdoiorg101109JIOT20243491180,2399
httpsdoiorg101109COMST20243385347,2399
httpsdoiorg101109TIV20243476934,2399
httpsdoiorg101109COMST20243423460,2399
httpsdoiorg101109COMST20243412852,2399
httpsdoiorg101109TVT20243483225,2399
httpsdoiorg101109TCCN20243431931,2399
httpsdoiorg101109JIOT20243487023,2399
httpsdoiorg101109TVT20243497939,2399
httpsdoiorg101109JSAC20243460078,2399
httpsdoiorg101109TASE20243411770,2447
httpsdoiorg101016jmeasen2024101263,2627
httpsdoiorg101109TDSC20243445296,117
httpsdoiorg101109TCE20243498954,117
httpsdoiorg101109TAI20243474654,117
httpsdoiorg101109TMECH20243435746,117
httpsdlacmorgtocpacmse20241FSE,1486
httpsdlacmorgdoiproceedings1055553695896,1486
httpsdoiorg101016jdajour2024100419,1689
httpsdlacmorgdoiproceedings1011453133956,1724
httpsdlacmorgdoiproceedings1011453611643,1724
httpsdoiorg101016jjss2021111112,1861
httpsdoiorg101109TCSI20243460032,2148
httpsdoiorg101109JIOT20243459874,2236
httpsdoiorg101109MCE20243467768,2304
httpsdoiorg101109JIOT20243487538,2304
httpsdoiorg101109TCE20243417890,2304
httpsdoiorg101109TCE20243509437,2304
httpsdoiorg101109TCE20243460753,2304
httpsdoiorg101109TCE20243471573,2304
httpsdoiorg101109TCE20243476969,2304
httpsdoiorg101109TCE20243471573,2304
httpsdoiorg101109TCE20243446803,2304
httpsdoiorg101109TCCN20243454280,2318
httpsdoiorg101109JIOT20243465219,2318
httpsdoiorg101109TVT20243465036,2318
httpsdoiorg101109TC20243500368,2357
httpsdoiorg101109TE20243422666,2514
httpsdoiorg101016jiot2024101109,2514
httpsdoiorg101016jiot2024101109,2514
httpsdoiorg101016jfuture202312016,2535
httpsdoiorg101016jfuture202312016,2535
httpsdoiorg101109MNET20243494862,74
httpsdoiorg101109TVT20243393940,74
httpsdoiorg101109JSAC20243460030,74
httpsdoiorg101109JSTSP20243405851,74
httpsdoiorg101109MNET20243439411,74
httpsdoiorg101109TASE20243425949,79
httpsdoiorg101109TASE20243425949,79
httpsdoiorg101109JIOT20243471904,346
httpsdoiorg101109JIOT20243471904,346
httpsdoiorg101109JIOT20243463185,438
httpsdoiorg101016jjss2024112093,535
httpsdoiorg101016jjss2024112093,535
httpsdlacmorgtoccsur2024567,798
httpsdlacmorgdoiproceedings1011453522664,798
httpsdlacmorgdoiproceedings1011453522664,798
httpsdoiorg101109TNNLS20233322390,956
httpsdoiorg101109JBHI20243483997,1056
httpsdoiorg101109OJCOMS20243492914,1402
httpsdoiorg101109JIOT20243488076,1402
httpsdoiorg101109OJCOMS20243492914,1402
httpsdoiorg101109TSC20243453709,1402
httpsdoiorg101109TVT20243476670,1427
httpsdoiorg101109TVT20243476670,1427
httpsdoiorg101016jcompenvurbsys2024102143,1513
httpsdoiorg101016jcompenvurbsys2024102143,1513
httpsdoiorg101016jasej2024102627,1574
httpsdlacmorgdoiproceedings1055553352158,1894
httpsdoiorg101109TNSE20243503996,1978
httpsdoiorg101109TNSE20243503996,1978
httpsdoiorg101109TNSE20243503996,1978
httpsdoiorg101109JIOT20243487627,2070
httpsdoiorg101109JIOT20243487627,2070
httpsdoiorg101109JIOT20243467396,2164
httpsdoiorg101109MNET20243448288,2179
httpsdoiorg101109TCC20243494765,2179
httpsdoiorg101109TSC20243463475,2179
httpsdoiorg101016jchbr2024100521,128
httpsdoiorg101109TNSM20243487265,326
httpsdoiorg101109TNSM20243487265,326
httpsdoiorg101109TNSM20243487265,326
httpsdoiorg101016jenvint2024108680,584
httpsdoiorg101016jenvint2024108680,584
httpsdoiorg101016jenvint2024108680,584
httpsdoiorg101109TNNLS20233336957,825
httpsdoiorg101109TBDATA20243433494,916
httpsdoiorg101109COMST20243423477,1148
httpsdoiorg101109TCE20243391667,1148
httpsdlacmorgdoiproceedings1011453414045,1148
httpsdoiorg101109TBDATA20243394700,1148
httpsdoiorg101109TBDATA20243394700,1148
httpsdoiorg101016jjare202309017,1148
httpsdoiorg101109TCE20243391667,1148
httpsdoiorg101109TCE20243391667,1148
httpsdoiorg101109TBDATA20243394700,1148
httpsdoiorg101109JIOT20243471861,1148
httpsdoiorg101016jaej202409030,1148
httpsdoiorg101016jaej202409030,1148
httpsdoiorg101109TITS20243488184,1148
httpsdoiorg101109TITS20243488184,1148
httpsdoiorg101109JIOT20243468174,1148
httpsdoiorg101109COMST20243423477,1148
httpsdoiorg101109TAFFC20243407683,1697
httpsdoiorg101109JIOT20243506118,1799
httpsdoiorg101109JIOT20243486331,2040
httpsdoiorg101016jdcan202407008,2040
httpsdoiorg101109TVT20243493463,2040
httpsdoiorg101016jjnca2024103933,2040
httpsdoiorg101109JIOT20243484357,2040
httpsdoiorg101109JIOT20243470210,2040
httpsdoiorg101016jdcan202407007,2040
httpsdoiorg101109TCE20243472071,2040
httpsdoiorg101109TSC20243478730,2040
httpsdoiorg101109MNET20243448288,2040
httpsdoiorg101109JIOT20243486331,2040
httpsdoiorg101109JIOT20243470130,2040
httpsdoiorg101109TIV20243492015,2040
httpsdoiorg101109JIOT20243467110,2040
httpsdoiorg101109JIOT20243476950,2040
httpsdoiorg101109TSUSC20243409329,2040
httpsdoiorg101109TNSM20243468997,2141
httpsdoiorg101109TMC20243486717,2184
httpsdlacmorgdoiproceedings1011453422713,114
httpsdoiorg101016jocecoaman2024107077,114
httpsdlacmorgdoiproceedings1011453358528,114
httpsdoiorg101109TCAD20243445812,114
httpsdoiorg101109TAI20243410932,114
httpsdoiorg101109TCSI20243450966,289
httpsdoiorg101016jpnucene2024105441,531
httpsdoiorg101109JIOT20243480995,1188
httpsdoiorg101109TCCN20243482354,1188
httpsdoiorg101109TNNLS20243394494,1188
httpsdoiorg101109TVCG20243508712,1188
httpsdoiorg101109LWC20243487307,1188
httpsdoiorg101016jsegan2024101568,1556
httpsdlacmorgdoiproceedings1011453390525,1763
httpsdoiorg101109TMC20243488728,1818
httpsdoiorg101109TNSE20243493053,1818
httpsdoiorg101109TMC20243488728,1818
httpsdoiorg101109MNET20243503660,1818
httpsdoiorg101109JIOT20243474776,1818
httpsdoiorg101109TII20243477563,1818
httpsdoiorg101109TC20243483631,1818
httpsdlacmorgtoctecs2022212,1818
httpsdoiorg101109JIOT20243485099,2126
httpsdoiorg101109TCSI20243460032,2145
httpsdoiorg101109TIV20243382048,208
httpsdoiorg101109MITS20243454275,208
httpsdoiorg101016jpdpdt2024104331,507
httpsdoiorg101109TDSC20233266007,1083
httpsdoiorg101109TDSC20233266007,1083
httpsdoiorg101109TCSVT20243470809,1090
httpsdoiorg101109TBDATA20243403380,1161
httpsdoiorg101109TBDATA20243489420,1161
httpsdoiorg101109TBDATA20243453750,1161
httpsdoiorg101109TCE20243471921,1416
httpsdoiorg101109TFUZZ20243395488,1416
httpsdoiorg101109JBHI20233336721,1416
httpsdoiorg101109TCE20243471921,1416
httpsdoiorg101109TCE20243471921,1416
httpsdoiorg101109TNSM20243473016,1416
httpsdoiorg101109TCE20243471921,1416
httpsdoiorg101109TNSM20243473016,1416
httpsdoiorg101109TAFFC20243407683,1695
httpsdoiorg101109TETCI20243423459,1746
httpsdlacmorgtoctoit2018182,1757
httpsdoiorg101109TETCI20243425282,1903
httpsdoiorg101109MS20243505544,1913
httpsdoiorg101016jinfsof2022107067,1913
httpsdoiorg101016jinfsof2022107067,1913
httpsdoiorg101109TVLSI20243486237,2015
httpsdoiorg101109JIOT20243502666,2348
httpsdoiorg101109JIOT20243473528,2410
httpsdoiorg101109JIOT20243473528,2410
httpsdoiorg101109JIOT20243507746,155
httpsdoiorg101109JIOT20243507746,155
httpsdoiorg101109JIOT20243507746,155
httpsdoiorg101109TGCN20243466469,304
httpsdoiorg101109TIV20243476934,304
httpsdoiorg101109COMST20243423460,304
httpsdoiorg101109MNET20243480332,304
httpsdoiorg101109TPAMI20243483273,386
httpsdoiorg101016jartmed2023102658,711
httpsdoiorg101109TSUSC20243503712,823
httpsdoiorg101109TSUSC20243503712,823
httpsdoiorg101109TCE20243445629,823
httpsdlacmorgdoiproceedings1011453600211,899
httpsdoiorg101109TCSS20243442238,1078
httpsdlacmorgtocjacm2021685,1708
httpsdoiorg101109TVLSI20243486312,1883
httpsdoiorg101109JIOT20243468431,1883
httpsdoiorg101109JIOT20243487627,2073
httpsdoiorg101109JIOT20243487627,2073
httpsdoiorg101109JSEN20243504259,2115
httpsdoiorg101109TBDATA20223190835,2263
httpsdoiorg101109JIOT20243501361,2263
httpsdoiorg101109TBDATA20223190835,2263
httpsdoiorg101016jatech2023100358,2483
httpsdoiorg101109TFUZZ20243434589,140
httpsdoiorg101109TCE20243398207,252
httpsdlacmorgtocsigapp2024242,966
httpsdlacmorgdoiproceedings1011453639474,1069
httpsdoiorg101109TBDATA20243414321,1152
httpsdoiorg101109TAFFC20243414330,1324
httpsdoiorg101109TMC20243464494,1365
httpsdoiorg101109TMC20243464494,1365
httpsdoiorg101016jcie2023109497,1647
httpsdoiorg101109TNSM20243445972,1932
httpsdoiorg101109TCE20243424239,2123
httpsdoiorg101109TCE20243475393,2123
httpsdoiorg101109TCE20243471897,2123
httpsdoiorg101109JIOT20243459098,2152
httpsdoiorg101016jfuture202302008,2302
httpsdoiorg101016jfuture202302008,2302
httpsdoiorg101109TCE20243396723,2302
httpsdoiorg101109OJCOMS20243473891,2302
httpsdoiorg101109TCE20243396723,2302
httpsdoiorg101109TIV20243492015,2302
httpsdoiorg101109OJCS20243497335,2302
httpsdoiorg101109MCE20243444312,2302
httpsdoiorg101109MCE20243444312,2302
httpsdoiorg101109TCE20243480989,2302
httpsdoiorg101109TCE20243446803,2302
httpsdoiorg101016jtechsoc2024102675,2453
httpsdoiorg101016jtechsoc2024102675,2453
httpsdoiorg101016jeij2023100409,2498
httpsdoiorg101016jeij2024100513,2498
httpsdoiorg101016jeij2024100513,2498
httpsdoiorg101016jeij2024100443,2498
httpsdoiorg101109TCE20243439719,2527
httpsdoiorg101016jdcan202402007,2527
httpsdoiorg101109TCE20243411606,2527
httpsdoiorg101109TCE20243411606,2527
httpsdoiorg101109TCE20243411606,2527
httpsdoiorg101016jphycom2023102084,2527
httpsdoiorg101109TAI20243455313,22
httpsdoiorg101109TAI20243455313,23
httpsdoiorg101109TBDATA20243407545,835
httpsdoiorg101109TBDATA20243484651,880
httpsdoiorg101109TBDATA20243495497,1284
httpsdoiorg101109TSUSC20243410237,1284
httpsdlacmorgdoiproceedings1011453528416,1740
httpsdoiorg101109ACCESS20243424418,2055
httpsdoiorg101109TDSC20243424455,2248
httpsdoiorg101109TBDATA20243423699,2248
httpsdoiorg101109COMST20243423319,2248
httpsdoiorg101109TCSI20243503719,2285
httpsdoiorg101109TVT20243465036,2317
httpsdoiorg101109JIOT20243487627,2422
httpsdoiorg101109COMST20243430368,2422
httpsdoiorg101109COMST20243427324,2422
httpsdoiorg101109JIOT20243487627,2422
httpsdoiorg101109TNNLS20233344085,124
httpsdoiorg101109TBME20243438270,408
httpsdlacmorgtocimwut202484,867
httpsdoiorg101016jehb2024101412,1210
httpsdoiorg101016jehb2024101412,1210
httpsdoiorg101109TMI20243446450,1249
httpsdoiorg101109TVT20243476670,1428
httpsdoiorg101109TVT20243476670,1428
httpsdoiorg101109TVT20243476670,1429
httpsdoiorg101109TVT20243476670,1429
httpsdoiorg101016jdss2024114182,1596
httpsdoiorg101016jdss2024114182,1596
httpsdoiorg101109OJCOMS20243506782,2026
httpsdoiorg101109JIOT20243487627,2074
httpsdoiorg101109JIOT20243502222,2074
httpsdoiorg101016jfuture202302008,2074
httpsdoiorg101109COMST20243430368,2074
httpsdoiorg101109TVT20243481462,2074
httpsdoiorg101109OJCS20243497335,2074
httpsdoiorg101109COMST20243427324,2074
httpsdoiorg101109JIOT20243487627,2074
httpsdoiorg101109TCE20243471921,2088
httpsdoiorg101109TFUZZ20243395488,2088
httpsdoiorg101109JBHI20233336721,2088
httpsdoiorg101109TCE20243471921,2088
httpsdoiorg101109TCE20243471921,2088
httpsdoiorg101109TNSM20243473016,2088
httpsdoiorg101109TCE20243471921,2088
httpsdoiorg101109TNSM20243473016,2088
httpsdoiorg101109TASE20233337135,2183
httpsdoiorg101109TASE20243357476,2183
httpsdoiorg101109TMC20243486717,2183
httpsdoiorg101109TCAD20243506217,2277
httpsdoiorg101109TCSS20243479188,2314
httpsdoiorg101109JIOT20243476291,77
httpsdoiorg101109TCSVT20243453052,77
httpsdoiorg101109TIFS20243484291,77
httpsdoiorg101109JLT20243472027,77
httpsdoiorg101016jcaeai2024100318,419
httpsdoiorg101016jjpi2023100342,638
httpsdoiorg101016jjpi2023100342,638
httpsdoiorg101016jebiom2023104498,641
httpsdoiorg101016jebiom2023104498,641
httpsdoiorg101109JIOT20243486005,751
httpsdoiorg101109JIOT20243493419,751
httpsdoiorg101109TSC20243455104,751
httpsdoiorg101109TAFFC20243414330,1319
httpsdoiorg101109JIOT20243476112,2083
httpsdoiorg101109JIOT20243506162,2206
httpsdoiorg101109COMST20243427324,2423
httpsdoiorg101016jjer202401014,2555
httpsdoiorg101109TVT20243466239,0
httpsdoiorg101109TMTT20243437198,90
httpsdoiorg101109OJCOMS20243462503,199
httpsdoiorg101109TMC20243482321,259
httpsdoiorg101109COMST20243442475,259
httpsdoiorg101109TSC20243411450,259
httpsdoiorg101109JIOT20243489957,259
httpsdoiorg101109TMC20243482321,259
httpsdoiorg101109TDSC20243476483,259
httpsdoiorg101109JIOT20243485674,259
httpsdoiorg101016jbcra2024100197,259
httpsdoiorg101109TAI20233348429,259
httpsdoiorg101109TDSC20243429503,259
httpsdoiorg101109TSC20243411450,259
httpsdoiorg101109TAI20243368361,259
httpsdoiorg101109TCAD20243471913,361
httpsdoiorg101016jbspc2024107260,658
httpsdlacmorgdoiproceedings1011453640824,793
httpsdlacmorgdoiproceedings1011453157737,795
httpsdoiorg101016jhcc2024100265,795
httpsdoiorg101109TETC20243496835,795
httpsdoiorg101109ACCESS20202980886,795
httpsdlacmorgdoiproceedings1011453640824,795
httpsdlacmorgtocimwut202484,863
httpsdoiorg101109TNET20243450489,1168
httpsdoiorg101109JIOT20243479328,1168
httpsdoiorg101109TCE20243480894,1240
httpsdoiorg101109TEVC20243392749,1254
httpsdoiorg101109TMC20243481276,1254
httpsdoiorg101109JIOT20243472029,1254
httpsdoiorg101109TCSS20243452695,1254
httpsdoiorg101109JIOT20243472029,1254
httpsdoiorg101109JIOT20243472029,1254
httpsdoiorg101109COMST20243482978,1254
httpsdoiorg101109COMST20243482978,1254
httpsdoiorg101016jdcan202410014,1493
httpsdlacmorgdoiproceedings1011453672758,1493
httpsdlacmorgtocjacm2021685,1712
httpsdlacmorgdoiproceedings1011453133956,1722
httpsdlacmorgdoiproceedings1011453611643,1722
httpsdlacmorgtocjcsc2023393,1760
httpsdlacmorgdoiproceedings1011453639477,1794
httpsdoiorg101109TCSII20243457494,1907
httpsdoiorg101109TCSI20243483229,1907
httpsdoiorg101109TVLSI20243465010,1907
httpsdoiorg101109TCSII20243454024,1907
httpsdoiorg101109TCE20243475393,2119
httpsdoiorg101109TCE20243471897,2119
httpsdoiorg101109TCE20243446803,2299
httpsdoiorg101109TBME20243438270,414
httpsdoiorg101016jjpi2024100380,476
httpsdoiorg101016jjpi2024100380,476
httpsdoiorg101109JIOT20243487246,1735
httpsdlacmorgdoiproceedings1055553352158,1896
